loss;epoch;iteration;global_iteration
0.05420830100774765;0;100;100
0.049854449927806854;1;14;200
0.012476352974772453;1;114;300
0.022792387753725052;2;28;400
0.05204753577709198;2;128;500
0.02307421714067459;3;42;600
0.030710754916071892;3;142;700
0.02763684280216694;4;56;800
0.009935944341123104;4;156;900
0.024736173450946808;5;70;1000
0.01657470315694809;5;170;1100
0.0213481392711401;6;84;1200
0.008304446004331112;6;184;1300
0.020137794315814972;7;98;1400
0.01160453725606203;8;12;1500
0.014566740952432156;8;112;1600
0.0036800315137952566;9;26;1700
0.007505080662667751;9;126;1800
0.004623614251613617;10;40;1900
0.009078903123736382;10;140;2000
0.00562553433701396;11;54;2100
0.026761503890156746;11;154;2200
0.011716892942786217;12;68;2300
0.007296440657228231;12;168;2400
0.009102683514356613;13;82;2500
0.006318144034594297;13;182;2600
0.007081892341375351;14;96;2700
0.006354035343974829;15;10;2800
0.0044366647489368916;15;110;2900
0.011314486153423786;16;24;3000
0.009038034826517105;16;124;3100
0.015741100534796715;17;38;3200
0.004883555695414543;17;138;3300
0.09013070166110992;18;52;3400
0.008046132512390614;18;152;3500
0.0007066387333907187;19;66;3600
0.0033569596707820892;19;166;3700
0.010542095638811588;20;80;3800
0.007600027602165937;20;180;3900
0.013347376137971878;21;94;4000
0.014594782143831253;22;8;4100
0.008975520730018616;22;108;4200
0.0054179597645998;23;22;4300
0.0066902595572173595;23;122;4400
0.020508352667093277;24;36;4500
0.012456042692065239;24;136;4600
