loss_avg;epoch;iteration;global_iteration
0.027104150503873825;0;100;100
0.024927224963903427;1;14;200
0.006238176487386227;1;114;300
0.011396193876862526;2;28;400
0.02602376788854599;2;128;500
0.011537108570337296;3;42;600
0.015355377458035946;3;142;700
0.01381842140108347;4;56;800
0.004967972170561552;4;156;900
0.012368086725473404;5;70;1000
0.008287351578474045;5;170;1100
0.01067406963557005;6;84;1200
0.004152223002165556;6;184;1300
0.010068897157907486;7;98;1400
0.005802268628031015;8;12;1500
0.007283370476216078;8;112;1600
0.0018400157568976283;9;26;1700
0.0037525403313338757;9;126;1800
0.0023118071258068085;10;40;1900
0.004539451561868191;10;140;2000
0.00281276716850698;11;54;2100
0.013380751945078373;11;154;2200
0.005858446471393108;12;68;2300
0.0036482203286141157;12;168;2400
0.004551341757178307;13;82;2500
0.0031590720172971487;13;182;2600
0.0035409461706876755;14;96;2700
0.0031770176719874144;15;10;2800
0.0022183323744684458;15;110;2900
0.005657243076711893;16;24;3000
0.0045190174132585526;16;124;3100
0.007870550267398357;17;38;3200
0.0024417778477072716;17;138;3300
0.04506535083055496;18;52;3400
0.004023066256195307;18;152;3500
0.00035331936669535935;19;66;3600
0.0016784798353910446;19;166;3700
0.005271047819405794;20;80;3800
0.0038000138010829687;20;180;3900
0.006673688068985939;21;94;4000
0.0072973910719156265;22;8;4100
0.004487760365009308;22;108;4200
0.0027089798822999;23;22;4300
0.0033451297786086798;23;122;4400
0.010254176333546638;24;36;4500
0.0062280213460326195;24;136;4600
