,id,date,from_id,to_id,fwd_from,message,type,duration
68,2293835,2022-11-18 13:44:41+00:00,PeerUser(user_id=1324394025),PeerChannel(channel_id=1234644047),,У нас проблемы с производством композитных материалов. Все не просто,text,
69,2293832,2022-11-18 13:44:15+00:00,PeerUser(user_id=5183745974),PeerChannel(channel_id=1234644047),,"Создавать ничего не нужно, всё уже создано, только в мизерных колличествах, ибо не выгодно, а в Китае за копейку😏",text,
70,2293829,2022-11-18 13:43:46+00:00,PeerUser(user_id=914167509),PeerChannel(channel_id=1234644047),,"Тебе не кажется,что сейчас надо и по 3 копейки брать ,что бы закрыть низшу",text,
71,2293828,2022-11-18 13:43:34+00:00,PeerUser(user_id=1022379541),PeerChannel(channel_id=1234644047),,В Иране 😏,text,
72,2293821,2022-11-18 13:42:02+00:00,PeerUser(user_id=867652569),PeerChannel(channel_id=1234644047),,Может по тирам и пейнболам поискать,text,
73,2293820,2022-11-18 13:42:01+00:00,PeerUser(user_id=1168297146),PeerChannel(channel_id=1234644047),,А ведь можем создать. Даже просто скопировать. Но чего то все покупаем.,text,
74,2293816,2022-11-18 13:41:31+00:00,PeerUser(user_id=5116747806),PeerChannel(channel_id=1234644047),,"Авито, Али, атлас, специализированные магазины в ВК, барахолки, при достаточном уровне удачи выдадут",text,
75,2293815,2022-11-18 13:41:28+00:00,PeerUser(user_id=682892979),PeerChannel(channel_id=1234644047),,"Точно, надрали всем задницу, на многих сайтах экипировщиков (в западных) до лета балтийских жилетов и шлемов в продаже не было.🤷‍♂️",text,
76,2293814,2022-11-18 13:41:19+00:00,PeerUser(user_id=5183745974),PeerChannel(channel_id=1234644047),,"Нахрен Китай и Иран, всё присутствует и у нас, только нашим гавнюкам легче в Китае за 3 копейки взять, чем своё сделать! Вот с этим нужно бороться!😉",text,
77,2293813,2022-11-18 13:41:16+00:00,PeerUser(user_id=866963659),PeerChannel(channel_id=1234644047),,У товарища прапорщика с ближайшей в/ч поинтересуйтесь,text,
78,2293812,2022-11-18 13:41:14+00:00,PeerUser(user_id=331555471),PeerChannel(channel_id=1234644047),,Всё нормальное выгребли уже,text,
79,2293803,2022-11-18 13:40:29+00:00,PeerUser(user_id=957180234),PeerChannel(channel_id=1234644047),,🪖 вот держи,text,
80,2293801,2022-11-18 13:40:01+00:00,PeerUser(user_id=804506740),PeerChannel(channel_id=1234644047),,Нормальные хоть?,text,
81,2293799,2022-11-18 13:39:58+00:00,PeerUser(user_id=5696976090),PeerChannel(channel_id=1234644047),,Сам ищу.,text,
82,2293798,2022-11-18 13:39:33+00:00,PeerUser(user_id=914167509),PeerChannel(channel_id=1234644047),,"Не хохлы ,а все НАТО , разницу чуешь ? У них тыл это НАТО ,у нас тыл это мы сами и частично Иран , возможность Китай что-то для техники поставляет,типа теплаков и полупроводников",text,
83,2293797,2022-11-18 13:39:09+00:00,PeerUser(user_id=1466628705),PeerChannel(channel_id=1234644047),,"Китай всё, кстати в Москве отдельные личности продают за 65 тысяч то что покупают в Китае максимум за 10",text,
84,2293794,2022-11-18 13:39:01+00:00,PeerUser(user_id=804506740),PeerChannel(channel_id=1234644047),,"Дорого у них, вроде наше производство",text,
85,2293789,2022-11-18 13:38:28+00:00,PeerUser(user_id=914167509),PeerChannel(channel_id=1234644047),,Алик,text,
86,2293786,2022-11-18 13:37:59+00:00,PeerUser(user_id=513310393),PeerChannel(channel_id=1234644047),,"все на Али, мы на Али)",text,
87,2293785,2022-11-18 13:37:51+00:00,PeerUser(user_id=5431829616),PeerChannel(channel_id=1234644047),,Опскор 25 рублей вроде у него стоит,text,
88,2293783,2022-11-18 13:37:44+00:00,PeerUser(user_id=199043663),PeerChannel(channel_id=1234644047),,"чаще всего они все в ноль въебанные. Снимать, то вместе с шапкой)",text,
89,2293781,2022-11-18 13:37:35+00:00,PeerUser(user_id=431319673),PeerChannel(channel_id=1234644047),,"Заказывал на озоне два шлема, ухий и безухий, ухий за 14к, безухий за 30к, но безухий с китайской тим венди",text,
90,2293779,2022-11-18 13:37:24+00:00,PeerUser(user_id=650620511),PeerChannel(channel_id=1234644047),,На какую сумму расчитываете?,text,
91,2293775,2022-11-18 13:37:06+00:00,PeerUser(user_id=5954251579),PeerChannel(channel_id=1234644047),,Опередил!,text,
92,2293772,2022-11-18 13:37:02+00:00,PeerUser(user_id=1990579175),PeerChannel(channel_id=1234644047),,Почему у нас нет запаса?  Хохлы уже армию снабдили и 300 тысяч комплектов запасли на будущее,text,
93,2293767,2022-11-18 13:36:47+00:00,PeerUser(user_id=1505388788),PeerChannel(channel_id=1234644047),,На Авито,text,
94,2293766,2022-11-18 13:36:38+00:00,PeerUser(user_id=5431829616),PeerChannel(channel_id=1234644047),,,text,
95,2293763,2022-11-18 13:36:11+00:00,PeerUser(user_id=613666002),PeerChannel(channel_id=1234644047),,На Али общевойсковые по 4 рубля продают 😁,text,
96,2293759,2022-11-18 13:35:55+00:00,PeerUser(user_id=814369744),PeerChannel(channel_id=1234644047),,Есть компания где то под Челябинском выпускает шлема баллистические 😇,text,
97,2293754,2022-11-18 13:35:39+00:00,PeerUser(user_id=199043663),PeerChannel(channel_id=1234644047),,https://bronegilet.ru/broneshlem/shbm-ao/,text,
98,2293753,2022-11-18 13:35:35+00:00,PeerUser(user_id=5773211338),PeerChannel(channel_id=1234644047),,в Call of duty,text,
99,2293751,2022-11-18 13:35:18+00:00,PeerUser(user_id=899274915),PeerChannel(channel_id=1234644047),,У арсов нет?,text,
100,2293750,2022-11-18 13:35:15+00:00,PeerUser(user_id=1509728372),PeerChannel(channel_id=1234644047),,"Вид шлема?  С рельсами, шраудом или пасгат сойдёт?",text,
101,2293745,2022-11-18 13:34:52+00:00,PeerUser(user_id=1044136886),PeerChannel(channel_id=1234644047),,Ратник тактикал в наличии есть по NJ3,text,
102,2293743,2022-11-18 13:34:45+00:00,PeerUser(user_id=609705472),PeerChannel(channel_id=1234644047),,В милитари маркете,text,
103,2293742,2022-11-18 13:34:45+00:00,PeerUser(user_id=5708714936),PeerChannel(channel_id=1234644047),,"Да что рисковать по отзывам, там и взял. В Али)",text,
104,2293738,2022-11-18 13:34:25+00:00,PeerUser(user_id=5093731734),PeerChannel(channel_id=1234644047),,"У хохлов шлемов нету ,я спрашивал ,у них только кастрюли .",text,
105,2293735,2022-11-18 13:34:12+00:00,PeerUser(user_id=1292806795),PeerChannel(channel_id=1234644047),,На Авито за пол копейки,text,
106,2293733,2022-11-18 13:34:06+00:00,PeerUser(user_id=737561707),PeerChannel(channel_id=1234644047),,Аркона тактикал,text,
107,2293731,2022-11-18 13:33:59+00:00,PeerUser(user_id=441330186),PeerChannel(channel_id=1234644047),,авито,text,
108,2293730,2022-11-18 13:33:57+00:00,PeerUser(user_id=1055865165),PeerChannel(channel_id=1234644047),,"На складе Минобороны, что за глупые вопросы",text,
109,2293729,2022-11-18 13:33:56+00:00,PeerUser(user_id=5545710275),PeerChannel(channel_id=1234644047),,Ну тогда с Алиэкспресс рискнуть можно,text,
110,2293728,2022-11-18 13:33:51+00:00,PeerUser(user_id=1044136886),PeerChannel(channel_id=1234644047),,Атлас,text,
111,2293725,2022-11-18 13:33:41+00:00,PeerUser(user_id=1755299371),PeerChannel(channel_id=1234644047),,Али,text,
112,2293724,2022-11-18 13:33:36+00:00,PeerUser(user_id=5510622402),PeerChannel(channel_id=1234644047),,Авито,text,
113,2293723,2022-11-18 13:33:30+00:00,PeerUser(user_id=1208962761),PeerChannel(channel_id=1234644047),,Али экспрес,text,
114,2293722,2022-11-18 13:33:30+00:00,PeerUser(user_id=1454962423),PeerChannel(channel_id=1234644047),,С дохлого хохла 😶 а так беда по идее с ними,text,
115,2293721,2022-11-18 13:33:27+00:00,PeerChannel(channel_id=1387701698),PeerChannel(channel_id=1234644047),,Баллистический,text,
116,2293719,2022-11-18 13:33:20+00:00,PeerUser(user_id=650620511),PeerChannel(channel_id=1234644047),,Какой шлем именно?,text,
117,2293718,2022-11-18 13:33:17+00:00,PeerUser(user_id=5708714936),PeerChannel(channel_id=1234644047),,Озон,text,
118,2293716,2022-11-18 13:33:13+00:00,PeerUser(user_id=673290927),PeerChannel(channel_id=1234644047),,В иране,text,
119,2293714,2022-11-18 13:33:07+00:00,PeerUser(user_id=424396253),PeerChannel(channel_id=1234644047),,С хохла снять,text,
120,28407,2022-11-18 13:24:57+00:00,,PeerChannel(channel_id=1387701698),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 13, 23, 31, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1752720583), from_name=None, channel_post=1462, post_author='A Garmaev', saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","Боевой товарищ наших воинов с Бурятии в зоне проведения СВО) кстати многих уже привезли домой в Бурятию наши бойцы) рад был видеть Пасеку к примеру нашего пёсика который был с нами на изюмском направлении, и не только, сейчас привыкает к мирной жизни в Бурятии.",photo,
121,2293930,2022-11-18 14:06:40+00:00,PeerUser(user_id=483324262),PeerChannel(channel_id=1234644047),,Желатина ему чтобы уши стояли,text,
122,2293893,2022-11-18 13:59:08+00:00,PeerUser(user_id=1509140430),PeerChannel(channel_id=1234644047),,"Санбайна)
💪🏻🔥💪🏻",text,
123,2293887,2022-11-18 13:58:35+00:00,PeerUser(user_id=980776685),PeerChannel(channel_id=1234644047),,Волчег!! Пока еще лайт версия😉👍,text,
124,2293853,2022-11-18 13:49:52+00:00,PeerUser(user_id=2141387170),PeerChannel(channel_id=1234644047),,"Лапы, как у хотошо!",text,
125,2293819,2022-11-18 13:41:51+00:00,PeerUser(user_id=5197468344),PeerChannel(channel_id=1234644047),,"Плять!!! Хохлы орут, что буряты издят мультиварки, холодильники, ""сейфы"" (микроволновки) и унитазы.... А тут собакенов забирают... Как так? У салоедов мозговая нисрастуха опять случится.... 😄",text,
126,2293793,2022-11-18 13:38:57+00:00,PeerUser(user_id=832194360),PeerChannel(channel_id=1234644047),,Лапки какие мощные,text,
127,2293773,2022-11-18 13:37:05+00:00,PeerUser(user_id=211210630),PeerChannel(channel_id=1234644047),,❤️❤️❤️🐶🐶🐶❤️❤️❤️,text,
128,2293768,2022-11-18 13:36:56+00:00,PeerUser(user_id=427907570),PeerChannel(channel_id=1234644047),,"Ага, с учётом того, что возможно людей кушала",text,
129,2293732,2022-11-18 13:34:05+00:00,PeerUser(user_id=1823520125),PeerChannel(channel_id=1234644047),,🐱,sticker,
130,2293709,2022-11-18 13:32:12+00:00,PeerUser(user_id=5404732107),PeerChannel(channel_id=1234644047),,Хорошенький бабака😊,text,
131,2293673,2022-11-18 13:28:24+00:00,PeerUser(user_id=2141387170),PeerChannel(channel_id=1234644047),,Урагшаа!,text,
132,28406,2022-11-18 13:20:35+00:00,,PeerChannel(channel_id=1387701698),,"Группировка «W»

@rosich_ru",photo,
133,2293951,2022-11-18 14:12:55+00:00,PeerUser(user_id=5189351750),PeerChannel(channel_id=1234644047),,"Как известно бобры добры. Добротою бобры полны. Если хочешь себе добра, надо просто позвать бобра. Если ты без бобра добр, значит сам ты в душе бобр.👍",text,
134,2293831,2022-11-18 13:44:11+00:00,PeerUser(user_id=5197468344),PeerChannel(channel_id=1234644047),,"Работайте, Воины!!!!! ❤️",text,
135,2293788,2022-11-18 13:38:06+00:00,PeerUser(user_id=1145223136),PeerChannel(channel_id=1234644047),,Шеврон клевый! Норберт и Даггет из мультика 🥰,text,
136,2293734,2022-11-18 13:34:07+00:00,PeerUser(user_id=2141387170),PeerChannel(channel_id=1234644047),,Мобики натренировались!,text,
137,2293661,2022-11-18 13:26:55+00:00,PeerUser(user_id=886157314),PeerChannel(channel_id=1234644047),,Wальдемар,text,
138,2293651,2022-11-18 13:26:03+00:00,PeerUser(user_id=1098008283),PeerChannel(channel_id=1234644047),,Вагнер,text,
139,2293650,2022-11-18 13:25:36+00:00,PeerUser(user_id=5551796150),PeerChannel(channel_id=1234644047),,мобики перевернулись,text,
140,2293629,2022-11-18 13:22:59+00:00,PeerUser(user_id=5753902196),PeerChannel(channel_id=1234644047),,Это че за группировка уже новая 🧐,text,
141,28405,2022-11-18 13:20:00+00:00,,PeerChannel(channel_id=1387701698),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 11, 27, 6, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1283625381), from_name=None, channel_post=1104, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,video,33
142,28404,2022-11-18 13:20:00+00:00,,PeerChannel(channel_id=1387701698),"MessageFwdHeader(date=datetime.datetime(2022, 11, 18, 11, 27, 6, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1283625381), from_name=None, channel_post=1103, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","«Из последних боёв — мы украинцев даже и не видели. Наёмники. Чаще всего польская речь».

На некоторых участках направления Кременная — Сватово иностранные наёмники уже полностью заменили ВСУ. Польские флаги висят над окопами и на позициях «украинских» войск.

В целом это ничего не меняет. Их кромсают сотнями, но враг гонит ещё и ещё на убой. Попытки прорыва, которые часто попросту суицидные, не прекращаются.

Хочу отметить высокий боевой дух наших ребят вдоль линии соприкосновения. Причин множество, но высокие и безрезультатные потери у врага — одна из них.",video,46
143,2294130,2022-11-18 14:45:00+00:00,PeerUser(user_id=633856597),PeerChannel(channel_id=1234644047),,Что-то из мира фантастики),text,
144,2294028,2022-11-18 14:24:19+00:00,PeerUser(user_id=1262191110),PeerChannel(channel_id=1234644047),,"Мочите поляков , англо саксов , всех эти не людей !",text,
145,2293946,2022-11-18 14:11:51+00:00,PeerUser(user_id=1506879137),PeerChannel(channel_id=1234644047),,"А они все,не только польские,пусть не 100, но 99% точно,и не воюют за хохлов.",text,
146,2293924,2022-11-18 14:05:29+00:00,PeerUser(user_id=5189351750),PeerChannel(channel_id=1234644047),,Отбрешутся....Может это шепелявые хохлы?🤔,text,
147,2293922,2022-11-18 14:05:03+00:00,PeerUser(user_id=1743685213),PeerChannel(channel_id=1234644047),,"Опять ляхи. Как во времена Тараса Бульбы. Только тогда украинцы помнили, что они русские воины на краю земли русской.",text,
148,2293907,2022-11-18 14:01:14+00:00,PeerUser(user_id=1655870406),PeerChannel(channel_id=1234644047),,🤨,sticker,
149,2293895,2022-11-18 13:59:22+00:00,PeerUser(user_id=1736123921),PeerChannel(channel_id=1234644047),,"Держитесь ребята , мы духом с Вами . 💪💪💪",text,
150,2293883,2022-11-18 13:58:07+00:00,PeerUser(user_id=1509140430),PeerChannel(channel_id=1234644047),,💪🏻🔥💪🏻,text,
151,2293850,2022-11-18 13:48:57+00:00,PeerUser(user_id=5197468344),PeerChannel(channel_id=1234644047),,"У Пшеков уже начался шухер..... Тела поплыли на захоронения.... До них стало доходить, что речь пошла не об ""охотниках на  удачу"", а о регулярной армии. Они уже начали охеревать.",text,
152,2293700,2022-11-18 13:31:25+00:00,PeerUser(user_id=5634733079),PeerChannel(channel_id=1234644047),,"Может это не поляки, а украинские гастарбайтеры из Польши? Вряд ли поляки будут умирать за хохлов",text,
153,2293660,2022-11-18 13:26:53+00:00,PeerUser(user_id=370071436),PeerChannel(channel_id=1234644047),,А мосты через днепр до сих пор целы….эх…,text,
154,2293624,2022-11-18 13:21:59+00:00,PeerUser(user_id=832194360),PeerChannel(channel_id=1234644047),,Так глядишь и вся нечисть поляжет на земле русской,text,
155,2293619,2022-11-18 13:21:27+00:00,PeerUser(user_id=1712783298),PeerChannel(channel_id=1234644047),,"Продолжение фильма ""их там нет"", только теперь с поляками 😁, пиздец театр конечно. Все всё понимают, кто там воюет, и тд, но все равно ""по бумагам"" их там нет, значит не считается.",text,
156,28403,2022-11-18 13:15:59+00:00,,PeerChannel(channel_id=1387701698),,"Бергман читает чат 

@rosich_ru",video,8
157,2294215,2022-11-18 14:55:45+00:00,PeerUser(user_id=1876324976),PeerChannel(channel_id=1234644047),,За щёчки потрепать охота 😄,text,
158,2294048,2022-11-18 14:28:01+00:00,PeerUser(user_id=1045130717),PeerChannel(channel_id=1234644047),,"Я, всё ждал, что сейчас в комнату зайдёт мама и начнет пиздить его на камеру",text,
159,2294016,2022-11-18 14:22:22+00:00,PeerUser(user_id=1262191110),PeerChannel(channel_id=1234644047),,"Не смешно , ребёнок курит",text,
160,2293945,2022-11-18 14:11:48+00:00,PeerUser(user_id=5117684010),PeerChannel(channel_id=1234644047),,Это чисто на подсознательном уровне мысль возникла.Да и по инету гуляли подобного рода видео),text,
161,2293817,2022-11-18 13:41:42+00:00,PeerUser(user_id=5269765621),PeerChannel(channel_id=1234644047),,"Киньте фулл 
Хочется поржать))",text,
162,2293704,2022-11-18 13:31:45+00:00,PeerUser(user_id=1374534874),PeerChannel(channel_id=1234644047),,🚬,sticker,
163,2293655,2022-11-18 13:26:29+00:00,PeerUser(user_id=5117684010),PeerChannel(channel_id=1234644047),,"С языка сняли,видио в обрезке по любому,а продолжение,там сзади она стоит и как даёт леща потом 😆",text,
164,2293640,2022-11-18 13:24:00+00:00,PeerUser(user_id=1722804457),PeerChannel(channel_id=1234644047),,А продолжения как мамка по ушам дает нет?))),text,
165,2293618,2022-11-18 13:21:26+00:00,PeerUser(user_id=2141387170),PeerChannel(channel_id=1234644047),,"И я читаю чат😏, когда выросла с братьями",video,7
166,2293594,2022-11-18 13:18:06+00:00,PeerUser(user_id=1738924300),PeerChannel(channel_id=1234644047),,Курилка сопливая,text,
167,2293589,2022-11-18 13:17:31+00:00,PeerUser(user_id=832194360),PeerChannel(channel_id=1234644047),,🚬,sticker,
168,2293585,2022-11-18 13:16:20+00:00,PeerUser(user_id=1605049962),PeerChannel(channel_id=1234644047),,Не кури,text,
169,28402,2022-11-18 13:03:44+00:00,,PeerChannel(channel_id=1387701698),,"Сталинград встречает «освободителей»

@rosich_ru",photo,
170,2294095,2022-11-18 14:41:17+00:00,PeerUser(user_id=1098008283),PeerChannel(channel_id=1234644047),,"Полностью собрал знакомого мобика ,и на мавик сотку",text,
171,2294061,2022-11-18 14:34:32+00:00,PeerUser(user_id=1641678038),PeerChannel(channel_id=1234644047),,"Ага, не подготовить заранее остроумный ответ, как опрометчиво с Вашей стороны 😂
Шучу)) 
Просто такие люди, ну хоть один человек, но будет) и хорошо, что вы об этом человеке не знаете))",text,
172,2294054,2022-11-18 14:30:17+00:00,PeerUser(user_id=5370620386),PeerChannel(channel_id=1234644047),,"На это у меня комментарий не предусмотрен
Вы должны были ответить, что нету 😂😂😂действительно к сожалению",text,
173,2294053,2022-11-18 14:29:48+00:00,PeerUser(user_id=1641678038),PeerChannel(channel_id=1234644047),,"К сожалению, в моём кругу такие есть.))
И добавлю, очень навязчиво пытаются привить эту ""любовь"" тем, кто не хочет ничего о ней знать)",text,
174,2294052,2022-11-18 14:29:09+00:00,PeerUser(user_id=5370620386),PeerChannel(channel_id=1234644047),,"Ну Вы уж обобщаете ) в Вашем кругу есть те , кого интересует Бузова ? В моем нет )",text,
175,2294049,2022-11-18 14:28:10+00:00,PeerUser(user_id=1641678038),PeerChannel(channel_id=1234644047),,"Просто я когда хотела поступать на юрфак, у меня история была обязательным предметом. Не понимаю.2012 год был. Многое поменялось конечно. 

Я считаю, что историю своей страны не знать очень стыдно. Кроме того, стыдно не интересоваться ею. 

Ну и в заключении скажу, что люди стали очень ограниченными, замкнутыми. Потому и мусор о бузовой, например, их интересует.",text,
176,2294039,2022-11-18 14:26:18+00:00,PeerUser(user_id=5681313048),PeerChannel(channel_id=1234644047),,"Немецкий пивовар Йохан Штольц путешествовал по России.Что-то его удивило,что-то поразило.А потом его убило под Сталинградом.",text,
177,2293988,2022-11-18 14:17:23+00:00,PeerUser(user_id=5164575200),PeerChannel(channel_id=1234644047),,"Про мусор не нужный в башке,я и говорю.ВОВ в школе,это уже не то,что преподали в СССР.Меньше объем и деталей.Подробности в книгах,но их не читают.Потому информация теряется.Но за гендерные различия,или всё о жизни Бузовой,почему-то до деталей интересно.

Потому,чем мать кормит,к чему ребенка приучит в детстве,то он и будет всю жизнь любить и есть.
Я к тому,что лучший учитель,это родитель.Важно,что преподаст этот родитель.",text,
178,2293941,2022-11-18 14:10:25+00:00,PeerUser(user_id=1570224665),PeerChannel(channel_id=1234644047),,Сразу после тебя,text,
179,2293932,2022-11-18 14:07:02+00:00,PeerUser(user_id=1098008283),PeerChannel(channel_id=1234644047),,Расскажешь что ты сделал ?,text,
180,2293909,2022-11-18 14:02:10+00:00,PeerUser(user_id=1570224665),PeerChannel(channel_id=1234644047),,Ты то сам что сделал для мира? Че нам твой прапрадед. Хохол он и в Африке хохол,text,
181,2293897,2022-11-18 13:59:47+00:00,PeerUser(user_id=5188245701),PeerChannel(channel_id=1234644047),,"Ради Бога. 
Это ваше право.",text,
182,2293878,2022-11-18 13:57:23+00:00,PeerUser(user_id=1098008283),PeerChannel(channel_id=1234644047),,"Дорошенко.Всю жизнь знал что я хохол , и не смущало .",text,
183,2293862,2022-11-18 13:53:26+00:00,PeerUser(user_id=5139079513),PeerChannel(channel_id=1234644047),,"Там в окружение она попала,а героя хрущ дал,чтоб хохлов не обижать",text,
184,2293824,2022-11-18 13:42:19+00:00,PeerUser(user_id=1641678038),PeerChannel(channel_id=1234644047),,"Может приезжие? Иначе я не представляю, насколько туп этот человек и как он сдавал экзамены, ибо Вов еще в школе изучают",text,
185,2293804,2022-11-18 13:40:41+00:00,PeerUser(user_id=5188245701),PeerChannel(channel_id=1234644047),,"Мне кажется, как вы написали ""хохлы"", звучит куда оскорбительнее, чем укры...",text,
186,2293756,2022-11-18 13:35:50+00:00,PeerUser(user_id=5164575200),PeerChannel(channel_id=1234644047),,"Палец на ноге Родины - матери ,выше человека.Сам памятник вблизи,впечатляет!
Рядовой КА,при обороне Сталинграда, жил двое суток.
Офицер,особенно лейтенанты,сутки.",text,
187,2293664,2022-11-18 13:27:11+00:00,PeerUser(user_id=5183745974),PeerChannel(channel_id=1234644047),,"Ну это как в Херсоне, большая часть выехала, а остальные ждуны остались ждать ""освободителей"", так и в Киеве😉",text,
188,2293663,2022-11-18 13:27:01+00:00,PeerUser(user_id=5164575200),PeerChannel(channel_id=1234644047),,"Не шучу.Не говорю,что все.И последний такой учился на юр.факе.Не знал,что Волгоград и Сталинград один город.Очень много постороннего мусора в голове.",text,
189,2293643,2022-11-18 13:24:33+00:00,PeerUser(user_id=1098008283),PeerChannel(channel_id=1234644047),,Советской .Получил Ленина и отвагу .,text,
190,2293632,2022-11-18 13:23:17+00:00,PeerUser(user_id=600599162),PeerChannel(channel_id=1234644047),,Забыла уточнить на чьей стороне,text,
