loss_avg;epoch;iteration;global_iteration
0.019847549498081207;0;100;100
0.007325252052396536;1;14;200
0.022264929488301277;1;114;300
0.008801711723208427;2;28;400
0.005614579655230045;2;128;500
0.014184811152517796;3;42;600
0.03747469559311867;3;142;700
0.009635861963033676;4;56;800
0.008478895761072636;4;156;900
0.009133614599704742;5;70;1000
0.01198490895330906;5;170;1100
0.019051726907491684;6;84;1200
0.005356600042432547;6;184;1300
0.0037771312054246664;7;98;1400
0.008516219444572926;8;12;1500
0.0034580419305711985;8;112;1600
0.005966217257082462;9;26;1700
0.004092804156243801;9;126;1800
0.019732560962438583;10;40;1900
0.015336701646447182;10;140;2000
0.012511031702160835;11;54;2100
0.012671275995671749;11;154;2200
0.003505857428535819;12;68;2300
0.00578416557982564;12;168;2400
0.0018490367801859975;13;82;2500
0.007738965097814798;13;182;2600
0.003386783180758357;14;96;2700
0.004024941474199295;15;10;2800
0.0042777336202561855;15;110;2900
0.008889671415090561;16;24;3000
0.0030183629132807255;16;124;3100
0.006455516442656517;17;38;3200
0.0019331749062985182;17;138;3300
0.0017374616581946611;18;52;3400
0.00484686391428113;18;152;3500
0.005731439683586359;19;66;3600
0.0027465985622256994;19;166;3700
